#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:21126519	(2011) Tropomyosin is an interaction partner of the Drosophila coiled coil protein yuri gagarin.	10	20	1.87	2.70e-11	7227.FBpp0071448,7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0073682,7227.FBpp0075491,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0290753	Act57B,Lsp1gamma,Lsp1alpha,up,Fbp1,Mhc,Tm2,Tm1,chic,Rtnl1
PMID:28363972	(2017) Myosin II promotes the anisotropic loss of the apical domain during Drosophila neuroblast ingression.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28382029	(2017) Probiotic Bacillus amyloliquefaciens SC06 Induces Autophagy to Protect against Pathogens in Macrophages.	2	18	1.22	0.0335	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:28446705	(2017) Diverse integrin adhesion stoichiometries caused by varied actomyosin activity.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28485711	(2017) MCTP is an ER-resident calcium sensor that stabilizes synaptic transmission and homeostatic plasticity.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28821490	(2017) SERCA directs cell migration and branching across species and germ layers.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26840300	(2016) miR-30-5p Regulates Muscle Differentiation and Alternative Splicing of Muscle-Related Genes by Targeting MBNL.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26929074	(2016) HSPB7 interacts with dimerized FLNC and its absence results in progressive myopathy in skeletal muscles.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:27029218	(2016) Analysis of Drosophila melanogaster proteome dynamics during embryonic development by a combination of label-free proteomics approaches.	2	18	1.22	0.0335	7227.FBpp0076270,7227.FBpp0080446	Argk,Cyt-c-p
PMID:27248837	(2016) Tachykinin-Related Peptides Share a G Protein-Coupled Receptor with Ion Transport Peptide-Like in the Silkworm Bombyx mori.	2	18	1.22	0.0335	7227.FBpp0073069,7227.FBpp0084959	Akh,RpL32
PMID:27478620	(2016) Gene expression profiles and neural activities of Kenyon cell subtypes in the honeybee brain: identification of novel 'middle-type' Kenyon cells.	2	18	1.22	0.0335	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:27535426	(2016) Fascin regulates nuclear actin during Drosophila oogenesis.	2	18	1.22	0.0335	7227.FBpp0071448,7227.FBpp0089196	Act57B,chic
PMID:25651178	(2015) Muscle as a 'mediator' of systemic metabolism.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25675407	(2015) Contribution of the two genes encoding histone variant h3.3 to viability and fertility in mice.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25822630	(2015) DJ-1 knockout augments disease severity and shortens survival in a mouse model of ALS.	2	18	1.22	0.0335	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25932323	(2015) Calcium sensors of ciliary outer arm dynein: functions and phylogenetic considerations for eukaryotic evolution.	2	18	1.22	0.0335	7227.FBpp0084565,7227.FBpp0088546	Mlc1,TpnC73F
PMID:26031340	(2015) Dengue Virus Uses a Non-Canonical Function of the Host GBF1-Arf-COPI System for Capsid Protein Accumulation on Lipid Droplets.	2	18	1.22	0.0335	7227.FBpp0070558,7227.FBpp0076320	Rala,Prm
PMID:24333164	(2014) STRIPAK complexes: structure, biological function, and involvement in human diseases.	3	58	0.88	0.0335	7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	Tm2,Mlc1,Tm1
PMID:24553779	(2014) The actin-myosin regulatory MRCK kinases: regulation, biological functions and associations with human cancer.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24941943	(2014) Thrombospondin-4 controls matrix assembly during development and repair of myotendinous junctions.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25019370	(2014) GRAF1 promotes ferlin-dependent myoblast fusion.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25083871	(2014) MicroRNA directly enhances mitochondrial translation during muscle differentiation.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25521757	(2014) Vangl2-regulated polarisation of second heart field-derived cells is required for outflow tract lengthening during cardiac development.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23349787	(2013) Plexin A3 and turnout regulate motor axonal branch morphogenesis in zebrafish.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23380592	(2013) Emerging roles of TEAD transcription factors and its coactivators in cancers.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23459255	(2013) A regulatory pathway, ecdysone-transcription factor relish-cathepsin L, is involved in insect fat body dissociation.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23615468	(2013) The brassinosteroid signaling pathway-new key players and interconnections with other signaling networks crucial for plant development and stress tolerance.	2	18	1.22	0.0335	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:23770702	(2013) The kinesin-3, unc-104 regulates dendrite morphogenesis and synaptic development in Drosophila.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23979928	(2013) Comparing zinc finger nucleases and transcription activator-like effector nucleases for gene targeting in Drosophila.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0099600	Tm2,Kaz1-ORFB
PMID:22666340	(2012) EbiAP-1 suppresses pro-apoptotic genes expression and permits long-term survival of Drosophila sensory neurons.	2	18	1.22	0.0335	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20875815	(2011) Internalization of multiple cells during C. elegans gastrulation depends on common cytoskeletal mechanisms but different cell polarity and cell fate regulators.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21203905	(2011) Biology and function of neuroimmune semaphorins 4A and 4D.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21293009	(2011) Chromatin remodeling in cardiovascular development and physiology.	3	58	0.88	0.0335	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452	zip,up,Mhc
PMID:21762782	(2011) Mechanisms of polarized membrane trafficking in neurons -- focusing in on endosomes.	2	18	1.22	0.0335	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:21795388	(2011) Kinesin molecular motor Eg5 functions during polypeptide synthesis.	2	18	1.22	0.0335	7227.FBpp0074180,7227.FBpp0082465	RpS5a,RpS5b
PMID:21869936	(2011) Is speciation accompanied by rapid evolution? Insights from comparing reproductive and nonreproductive transcriptomes in Drosophila.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22102922	(2011) Global cross-talk of genes of the mosquito Aedes aegypti in response to dengue virus infection.	2	18	1.22	0.0335	7227.FBpp0076207,7227.FBpp0076320	RpS17,Prm
PMID:22681964	(2011) PTPN11-associated mutations in the heart: has LEOPARD changed Its RASpots?	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20497529	(2010) Maternal gene expression in Atlantic halibut (Hippoglossus hippoglossus L.) and its relation to egg quality.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20523889	(2010) Affecting Rhomboid-3 function causes a dilated heart in adult Drosophila.	2	18	1.22	0.0335	7227.FBpp0074298,7227.FBpp0084959	wupA,RpL32
PMID:19460346	(2009) The polycomb complex protein mes-2E(z) promotes the transition from developmental plasticity to differentiation in C. elegans embryos.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0076320	zip,Prm
PMID:19668708	(2009) Activity-dependent modulation of neural circuit synaptic connectivity.	2	18	1.22	0.0335	7227.FBpp0088546,7227.FBpp0089196	TpnC73F,chic
PMID:19798597	(2009) The many facets of the matricelluar protein periostin during cardiac development, remodeling, and pathophysiology.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19804414	(2009) LRRK2 in Parkinson's disease: in vivo models and approaches for understanding pathogenic roles.	2	18	1.22	0.0335	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19885390	(2009) Identification and functional characterization of N-terminally acetylated proteins in Drosophila melanogaster.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:18184369	(2008) Neurotrophic factors in Alzheimer's disease: role of axonal transport.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:18404215	(2008) Bmp4 is essential for the formation of the vestibular apparatus that detects angular head movements.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:16754953	(2006) Ups1p, a conserved intermembrane space protein, regulates mitochondrial shape and alternative topogenesis of Mgm1p.	2	18	1.22	0.0335	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:16086857	(2005) The SET-domain protein superfamily: protein lysine methyltransferases.	2	18	1.22	0.0335	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:31271353	(2019) Anterior CNS expansion driven by brain transcription factors.	3	59	0.88	0.0344	7227.FBpp0071448,7227.FBpp0071449,7227.FBpp0076270	Act57B,CG9344,Argk
PMID:30544615	(2018) The Multifaceted Roles of Autophagy in Flavivirus-Host Interactions.	3	59	0.88	0.0344	7227.FBpp0070558,7227.FBpp0076320,7227.FBpp0290753	Rala,Prm,Rtnl1
PMID:31948094	(2020) TRPC Channels in the SOCE Scenario.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:32216790	(2020) TDP-43 promotes the formation of neuromuscular synapses through the regulation of Disc-large expression in Drosophila skeletal muscles.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:29726120	(2019) Nanoscale platforms for messenger RNA delivery.	2	19	1.19	0.0356	7227.FBpp0070558,7227.FBpp0076320	Rala,Prm
PMID:30511458	(2019) Drosophila insulin-like peptide dilp1 increases lifespan and glucagon-like Akh expression epistatic to dilp2.	2	19	1.19	0.0356	7227.FBpp0073069,7227.FBpp0084959	Akh,RpL32
PMID:30842214	(2019) MACF1 links Rapsyn to microtubule- and actin-binding proteins to maintain neuromuscular synapses.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:31098411	(2019) Murine obscurin and Obsl1 have functionally redundant roles in sarcolemmal integrity, sarcoplasmic reticulum organization, and muscle metabolism.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31213024	(2019) Silver Ions as a Tool for Understanding Different Aspects of Copper Metabolism.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31272403	(2019) Using genetic variation in Aedes aegypti to identify candidate anti-dengue virus genes.	2	19	1.19	0.0356	7227.FBpp0076207,7227.FBpp0082476	RpS17,smp-30
PMID:31393265	(2019) A requirement of Polo-like kinase 1 in murine embryonic myogenesis and adult muscle regeneration.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:29774040	(2018) OLIGOCELLULA1HIGH EXPRESSION OF OSMOTICALLY RESPONSIVE GENES15 Promotes Cell Proliferation With HISTONE DEACETYLASE9 and POWERDRESS During Leaf Development in Arabidopsis thaliana.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30486772	(2018) A transcriptomic snapshot of early molecular communication between Pasteuria penetrans and Meloidogyne incognita.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30526847	(2018) SETD3 protein is the actin-specific histidine N-methyltransferase.	2	19	1.19	0.0356	7227.FBpp0071448,7227.FBpp0089196	Act57B,chic
PMID:27732873	(2017) Systematic Analysis of Known and Candidate Lysine Demethylases in the Regulation of Myoblast Differentiation.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:27836984	(2017) Recurrent Innovation at Genes Required for Telomere Integrity in Drosophila.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:28366787	(2017) Manduca sexta hemolymph protease-1, activated by an unconventional non-proteolytic mechanism, mediates immune responses.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:28591580	(2017) MYO6 Regulates Spatial Organization of Signaling Endosomes Driving AKT Activation and Actin Dynamics.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28923978	(2017) MCAM contributes to the establishment of cell autonomous polarity in myogenic and chondrogenic differentiation.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28978740	(2017) Caenorhabditis elegans SORB-1 localizes to integrin adhesion sites and is required for organization of sarcomeres and mitochondria in myocytes.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28981461	(2017) Reductive Stress in Inflammation-Associated Diseases and the Pro-Oxidant Effect of Antioxidant Agents.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:29103939	(2017) Stability of Wake-Sleep Cycles Requires Robust Degradation of the PERIOD Protein.	2	19	1.19	0.0356	7227.FBpp0078664,7227.FBpp0082535	Rpn11,Tm2
PMID:29145394	(2017) UNC-16JIP3 regulates early events in synaptic vesicle protein trafficking via LRK-1LRRK2 and AP complexes.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30726702	(2017) Organization of the Drosophila larval visual circuit.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26787744	(2016) Ire1 supports normal ER differentiation in developing Drosophila photoreceptors.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0290753	Tm2,Rtnl1
PMID:26832411	(2016) Tead and AP1 Coordinate Transcription and Motility.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:27131785	(2016) Loss of the mitochondrial protein-only ribonuclease P complex causes aberrant tRNA processing and lethality in Drosophila.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:27369896	(2016) A Novel Protocol for Directed Differentiation of C9orf72-Associated Human Induced Pluripotent Stem Cells Into Contractile Skeletal Myotubes.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:27667720	(2016) G9a inhibits MEF2C activity to control sarcomere assembly.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25677518	(2015) Investigating the transcriptional control of cardiovascular development.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25793439	(2015) Pericytes, microvasular dysfunction, and chronic rejection.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26096973	(2015) Misato Controls Mitotic Microtubule Generation by Stabilizing the TCP-1 Tubulin Chaperone Complex [corrected].	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:26161662	(2015) Genetic Evidence for Function of the bHLH-PAS Protein GceMet As a Juvenile Hormone Receptor.	2	19	1.19	0.0356	7227.FBpp0073682,7227.FBpp0084959	up,RpL32
PMID:26265593	(2015) Paths and determinants for Penicillium janthinellum to resist low and high copper.	2	19	1.19	0.0356	7227.FBpp0074584,7227.FBpp0289676	COX6B,Cp38
PMID:26331997	(2015) Genomewide transcriptional signatures of migratory flight activity in a globally invasive insect pest.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26437436	(2015) New Insights into the Biological Role of Mammalian ADARs; the RNA Editing Proteins.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24337881	(2014) The SLC6 transporters: perspectives on structure, functions, regulation, and models for transporter dysfunction.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24476364	(2014) Filming biomolecular processes by high-speed atomic force microscopy.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24732043	(2014) Apocrine secretion in Drosophila salivary glands: subcellular origin, dynamics, and identification of secretory proteins.	3	60	0.87	0.0356	7227.FBpp0072306,7227.FBpp0081851,7227.FBpp0088904	zip,Ugt35b,Tm1
PMID:24743594	(2014) Autoregulation of the 26S proteasome by in situ ubiquitination.	2	19	1.19	0.0356	7227.FBpp0075690,7227.FBpp0078664	vih,Rpn11
PMID:24968698	(2014) Genomic characterization of acute leukemias.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25132800	(2014) A Comprehensive Review of Dysregulated miRNAs Involved in Cervical Cancer.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25221510	(2014) The intriguing regulators of muscle mass in sarcopenia and muscular dystrophy.	3	60	0.87	0.0356	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0080452	zip,wupA,Mhc
PMID:25262827	(2014) N-WASP is required for Amphiphysin-2BIN1-dependent nuclear positioning and triad organization in skeletal muscle and is involved in the pathophysiology of centronuclear myopathy.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25290918	(2014) The C-terminal domain of Nrf1 negatively regulates the full-length CNC-bZIP factor and its shorter isoform LCR-F1Nrf1Beta; both are also inhibited by the small dominant-negative Nrf1GammaDelta isoforms that down-regulate ARE-battery gene ...	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25407998	(2014) Characterization of the Anopheles gambiae octopamine receptor and discovery of potential agonists and antagonists using a combined computational-experimental approach.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25597237	(2014) Tissue engineering approaches to heart repair.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23449000	(2013) MicroRNA in myogenesis and muscle atrophy.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23562092	(2013) Mediating lipid biosynthesis: implications for cardiovascular disease.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:23764288	(2013) Dscam expression levels determine presynaptic arbor sizes in Drosophila sensory neurons.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22247485	(2012) Bmp signaling exerts opposite effects on cardiac differentiation.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22391306	(2012) Palmitoylation of Hedgehog proteins.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:22424228	(2012) MicroRNAs in stress signaling and human disease.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22479211	(2012) Phosphorylation of the Drosophila melanogaster RNA-binding protein HOW by MAPKERK enhances its dimerization and activity.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22512864	(2012) Cyclin K goes with Cdk12 and Cdk13.	2	19	1.19	0.0356	7227.FBpp0076320,7227.FBpp0089196	Prm,chic
PMID:22655270	(2012) ROR1 and ROR2 in Human Malignancies: Potentials for Targeted Therapy.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22761775	(2012) Inhibition of CLIC4 enhances autophagy and triggers mitochondrial and ER stress-induced apoptosis in human glioma U251 cells under starvation.	2	19	1.19	0.0356	7227.FBpp0080446,7227.FBpp0304104	Cyt-c-p,Clic
PMID:22920257	(2012) The LIM-homeodomain protein islet dictates motor neuron electrical properties by regulating K(+) channel expression.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23112806	(2012) Neuronal responses to physiological stress.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:23285027	(2012) Bin2 is a membrane sculpting N-BAR protein that influences leucocyte podosomes, motility and phagocytosis.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21057541	(2011) NRF2, cancer and calorie restriction.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:21364913	(2011) Fli+ etsrp+ hemato-vascular progenitor cells proliferate at the lateral plate mesoderm during vasculogenesis in zebrafish.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:21526169	(2011) Multiple changes in peptide and lipid expression associated with regeneration in the nervous system of the medicinal leech.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:21700306	(2011) Use of a tandem affinity purification assay to detect interactions between West Nile and dengue viral proteins and proteins of the mosquito vector.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:22027281	(2011) Tetradecylthioacetic acid inhibits proliferation of human SW620 colon cancer cells--gene expression profiling implies endoplasmic reticulum stress.	2	19	1.19	0.0356	7227.FBpp0078490,7227.FBpp0080446	Ubc6,Cyt-c-p
PMID:22073317	(2011) Microevolution of cis-regulatory elements: an example from the pair-rule segmentation gene fushi tarazu in the Drosophila melanogaster subgroup.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20078882	(2010) Identification of possible targets of the Aspergillus fumigatus CRZ1 homologue, CrzA.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20236126	(2010) Conquering the complex world of human septins: implications for health and disease.	2	19	1.19	0.0356	7227.FBpp0078490,7227.FBpp0079795	Ubc6,cana
PMID:20300060	(2010) UTX mediates demethylation of H3K27me3 at muscle-specific genes during myogenesis.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20354156	(2010) LKB1 deletion with the RIP2.Cre transgene modifies pancreatic beta-cell morphology and enhances insulin secretion in vivo.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20404114	(2010) AlphaE-catenin regulates actin dynamics independently of cadherin-mediated cell-cell adhesion.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:20503358	(2010) Staying alive: dalmation mediated blocking of apoptosis is essential for tissue maintenance.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20668515	(2010) Experimental selection for Drosophila survival in extremely high O2 environments.	2	19	1.19	0.0356	7227.FBpp0083379,7227.FBpp0088904	TotC,Tm1
PMID:20732347	(2010) Insights into aging through measurements of the Drosophila proteome as a function of temperature.	2	19	1.19	0.0356	7227.FBpp0072365,7227.FBpp0088363	Lsp1gamma,Lsp2
PMID:19341623	(2009) Mouse fibroblasts lacking RB1 function form spheres and undergo reprogramming to a cancer stem cell phenotype.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19549074	(2009) Fibroblast growth factor receptor-1 phosphorylation requirement for cardiomyocyte differentiation in murine embryonic stem cells.	2	19	1.19	0.0356	7227.FBpp0073682,7227.FBpp0084565	up,Mlc1
PMID:19696884	(2009) The Drosophila foraging gene mediates adult plasticity and gene-environment interactions in behaviour, metabolites, and gene expression in response to food deprivation.	2	19	1.19	0.0356	7227.FBpp0074298,7227.FBpp0076320	wupA,Prm
PMID:18332221	(2008) Myoblasts and macrophages share molecular components that contribute to cell-cell fusion.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:18560593	(2008) PINK1 is necessary for long term survival and mitochondrial function in human dopaminergic neurons.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:18698431	(2008) Relaxation of selective constraints causes independent selenoprotein extinction in insect genomes.	2	19	1.19	0.0356	7227.FBpp0087252,7227.FBpp0291653	CG12384,RpL30
PMID:18955555	(2008) Stable and dynamic microtubules coordinately shape the myosin activation zone during cytokinetic furrow formation.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19064253	(2008) Molecular chaperones in pathogen virulence: emerging new targets for therapy.	2	19	1.19	0.0356	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:16207075	(2005) Drosophila Heartless acts with HeartbrokenDof in muscle founder differentiation.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:15082903	(2004) Gene expression profiling of breast cancers with emphasis of beta-catenin regulation.	2	19	1.19	0.0356	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:9490720	(1998) Vac8p, a vacuolar protein with armadillo repeats, functions in both vacuole inheritance and protein targeting from the cytoplasm to vacuole.	2	19	1.19	0.0356	7227.FBpp0072306,7227.FBpp0089196	zip,chic
PMID:32075127	(2020) The Multifaceted Roles of the Tumor Susceptibility Gene 101 (TSG101) in Normal Development and Disease.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:32147946	(2020) Homeobox A4 suppresses vascular remodeling by repressing YAPTEAD transcriptional activity.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30418581	(2019) HuR biological function involves RRM3-mediated dimerization and RNA binding by all three RRMs.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30778164	(2019) Opposing roles of TCF7LEF1 and TCF7L2 in cyclin D2 and Bmp4 expression and cardiomyocyte cell cycle control during late heart development.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30802937	(2019) The impact of Megf10Drpr gain-of-function on muscle development in Drosophila.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30863322	(2019) Identification of COP9 Signalosome Subunit Genes in Bactrocera dorsalis and Functional Analysis of csn3 in Female Fecundity.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:29456553	(2018) Silencing of Iron and Heme-Related Genes Revealed a Paramount Role of Iron in the Physiology of the Hematophagous Vector Rhodnius prolixus.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30124912	(2018) The suppressive cap-binding complex factor 4EIP is required for normal differentiation.	2	20	1.17	0.0376	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:28212801	(2017) Notch Signaling in Vascular Smooth Muscle Cells.	2	20	1.17	0.0376	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
