#submitted_item	validated_id	current_symbol
RpS11	FBgn0033699	RpS11
CG5004-RA	FBtr0074386	CG5004-RA
CG4806	FBgn0260456	CG4806
CG4806	FBgn0261373	CG33228
mRpL1	FBgn0037566	mRpL1
gfzf	FBgn0250732	gfzf
TotA	FBgn0028396	TotA
CG32500	FBgn0285970	CG32500
mRpL3	FBgn0030686	mRpL3
Jheh3	FBgn0034406	Jheh3
mgr	FBgn0264694	mgr
mgr	FBgn0026201	mog
BcDNA:RE73208	FBgn0032022	CG14275
Tomosyn	FBgn0030412	Tomosyn
CG12096	FBgn0030457	CG12096
Vha14-1	FBgn0262512	Vha14-1
asrij	FBgn0034793	asrij
Obp56a	FBgn0034468	Obp56a
Fit2	FBgn0036688	Fit2
Dpit47	FBgn0266518	Dpit47
lola	FBgn0283521	lola
Ance-4	FBgn0033366	Ance-4
RpS25	FBgn0086472	RpS25
Hasp	FBgn0032797	Hasp
l(1)G0020	FBgn0027330	l(1)G0020
l(1)G0020	FBal0098223	l(1)G0020[G0020]
tsu	FBgn0033378	tsu
RpS23	FBgn0033912	RpS23
CG1943	FBgn0037468	CG1943
T3dh	FBgn0017482	T3dh
CkIalpha	FBgn0015024	CkIÎ±
peng	FBgn0015527	peng
CG5973	FBgn0031914	CG5973
ben	FBgn0000173	ben
ben	FBgn0052594	be
S6k	FBgn0283472	S6k
Rrp4	FBgn0034879	Rrp4
BcDNA:RE36920	FBgn0032429	CG5446
CG6834-RA	FBtr0082438	CG6834-RA
CG5112	FBgn0039341	CG5112
CG2972	FBgn0030177	CG2972
Npc1a	FBgn0024320	Npc1a
SmD2	FBgn0261789	SmD2
EbpIII	FBgn0011695	EbpIII
CG5653	FBgn0035943	CG5653
CG5645	FBgn0036254	CG5645
mip130	FBgn0023509	mip130
ytr	FBgn0021895	ytr
Taldo	FBgn0023477	Taldo
Ctf4	FBgn0033890	Ctf4
Mulk	FBgn0260750	Mulk
mbo	FBgn0026207	mbo
pcm	FBgn0020261	pcm
l(2)k14710	FBal0064095	Ttc7[k14710]
l(2)k14710	FBgn0021847	Ttc7
Atox1	FBgn0052446	Atox1
Plod	FBgn0036147	Plod
nmd	FBgn0005322	nmd
TpnC4	FBgn0033027	TpnC4
TpnC4	FBgn0013348	TpnC41C
Ehbp1	FBgn0034180	Ehbp1
Ykt6	FBgn0260858	Ykt6
Plc21C	FBgn0004611	Plc21C
mRpS22	FBgn0039555	mRpS22
Trx-2	FBgn0040070	Trx-2
CG3364	FBgn0029508	Tsp42Ea
CG3364	FBgn0050159	CG30159
CG3776	FBgn0035088	CG3776
Gs1l	FBgn0019982	Gs1l
Edc3	FBgn0036735	Edc3
mon2	FBgn0031985	mon2
BcDNA:GH27779	FBgn0051663	CG31663
145934_at	FBgn0031877	Hmgcl
Obp99b	FBgn0039685	Obp99b
Obp99b	FBgn0039682	Obp99c
Pex3	FBgn0036484	Pex3
GstE3	FBgn0063497	GstE3
Use1	FBgn0035965	Use1
CG11857	FBgn0039303	CG11857
Sherpa	FBgn0035207	Herc4
ND-13A	FBgn0031684	ND-13A
pgant6	FBgn0035375	Pgant6
su(f)	FBgn0003559	su(f)
su(f)	FBal0016266	su(f)[1]
CG14516	FBgn0039640	superdeath
Vps26	FBgn0014411	Vps26
Slik	FBgn0035001	Slik
IMPPP	FBgn0288447	BaraA2
Ca-alpha1D	FBgn0001991	Ca-Î±1D
Cyp12a5	FBgn0038680	Cyp12a5
timeout	FBgn0038118	timeout
Pex19	FBgn0032407	Pex19
Rep	FBgn0026378	Rep
CG1890	FBgn0039869	CG1890
CG6183	FBgn0261989	CG42807
CG6183	FBgn0261990	CG42808
CG17271	FBgn0038829	CG17271
Vps60	FBgn0036740	Vps60
dia	FBgn0011202	dia
CG11961	FBgn0034436	CG11961
Not3	FBgn0033029	Not3
Pdcd4	FBgn0030520	Pdcd4
CG7054	FBgn0038972	CG7054
Crk	FBgn0024811	Crk
Crk	FBgn0003965	v
RhoGAP1A	FBgn0025836	RhoGAP1A
CG10132	FBgn0032798	CG10132
CG6330	FBgn0039464	CG6330
cert	FBgn0027569	cert
CG15369	FBgn0030105	CG15369
CG1814-RA	FBtr0088522	Nt5c-RA
CG1814-RA	FBtr0088523	Nt5c-RB
mRpL41	FBgn0034001	mRpL41
EG:39E1.2	FBgn0023521	CG3587
CG15343	FBgn0030029	CG15343
Pih1D1	FBgn0032455	Pih1D1
CG4825	FBgn0287585	Pss
RpL24	FBgn0032518	RpL24
RpL24	FBgn0031651	mRpL24
yellow-b	FBgn0032601	yellow-b
152078_at	FBgn0031824	CG9547
CG7381-RA	FBtr0082727	CG7381-RA
Art4	FBgn0037770	Art4
RpL36	FBgn0002579	RpL36
RpL36	FBgn0042112	mRpL36
ringer	FBgn0266417	ringer
SC35	FBgn0265298	SC35
Rho1	FBgn0014020	Rho1
Rho1	FBgn0004635	rho
CG12560	FBgn0031974	CG12560
BicC	FBgn0000182	BicC
Vap-33B	FBgn0053523	CG33523
RpL15	FBgn0028697	RpL15
CG43340	FBgn0263077	M7BP
SMC1	FBgn0040283	SMC1
rumi	FBgn0086253	rumi
CT11439	FBgn0036008	CG3408
vnc	FBgn0263251	vnc
san	FBgn0024188	san
TORIP	FBgn0036908	TORIP
Mal-A8	FBgn0033297	Mal-A8
CG5065	FBgn0034145	CG5065
Pak3	FBgn0044826	Pak3
CG15735	FBgn0030364	Lsm12a
SPE	FBgn0039102	SPE
CG5830	FBgn0036556	hzg
ND-20	FBgn0030718	ND-20
Syx13	FBgn0036341	Syx13
Fdx2	FBgn0035529	Fdx2
CG14299	FBgn0038651	Epg5
BEST:GH09876	FBgn0046302	CG10650
se	FBgn0086348	se
se	FBal0015397	se[1]
se	FBal0050492	se[unspecified]
ecd	FBgn0000543	ecd
CG1213	FBgn0037387	CG1213
CG11550	FBgn0039864	CG11550
Cht2	FBgn0022702	Cht2
CG2010	FBgn0039667	FipoQ
CG8320-RA	FBtr0087202	CG8320-RA
CG2604	FBgn0037298	Sccpdh1
CG5641	FBgn0038046	CG5641
CG3091	FBgn0029608	CG3091
smt3	FBgn0264922	Sumo
ND-B17.2	FBgn0031436	ND-B17.2
Rab11	FBgn0015790	Rab11
CG12170	FBgn0037356	CG12170
lqf	FBgn0028582	lqf
CG11999	FBgn0037312	CG11999
CG5913	FBgn0039385	CG5913
Prpk	FBgn0035590	Tcs5
Doa	FBgn0265998	Doa
TotC	FBgn0044812	TotC
RpI135	FBgn0003278	Polr1B
Nup54	FBgn0033737	Nup54
CG8892	FBgn0031664	CG8892
SdhC	FBgn0037873	SdhC
E(bx)	FBgn0000541	E(bx)
TM9SF2	FBgn0032880	TM9SF2
mRpS18C	FBgn0039765	mRpS18C
Cyp6a23	FBgn0033978	Cyp6a23
Glo1	FBgn0283450	Glo1
CG1315	FBgn0026565	Ass
geminin	FBgn0033081	geminin
Jon99Ciii	FBgn0003357	Jon99Ciii
Jon99Ciii	FBgn0003356	Jon99Cii
l(3)02640	FBgn0010786	l(3)02640
l(3)02640	FBal0009453	l(3)02640[02640]
CG8369	FBgn0040532	CG8369
mlt	FBgn0265512	mlt
CG10103	FBgn0035715	Ist1
RtcB	FBgn0032781	RtcB
ND-B14.5A	FBgn0025839	ND-B14.5A
Sgs3	FBgn0003373	Sgs3
152392_at	FBgn0036553	CG17027
CG6638	FBgn0035911	CG6638
CG30392	FBgn0050392	CG30392
CG1673	FBgn0030482	CG1673
CG11892	FBgn0039313	CG11892
BG:DS07473.1	FBgn0261999	Ca-Ma2d
BG:DS07473.1	FBgn0262000	CG42818
e	FBgn0000527	e
e	FBal0009785	l(3)68Aa[5]
e	FBal0009813	l(3)68Bd[5]
e	FBal0009820	l(3)68Bb[5]
e	FBgn0030317	pkm
e	FBgn0041711	yellow-e
ND-B14.5B	FBgn0031505	ND-B14.5B
Jon99Fi	FBgn0039778	Jon99Fi
fon	FBgn0032773	fon
CG10038	FBgn0038013	CG10038
RhoL	FBgn0014380	RhoL
CG33090	FBgn0028916	CG33090
GstO2	FBgn0035906	GstO2
Slmap	FBgn0040011	Slmap
bai	FBgn0045866	bai
bai	FBal0159471	bai[1]
CG3626-RA	FBtr0070652	CG3626-RA
mEFTs	FBgn0032646	mEFTs
Pebp1	FBgn0038973	Pebp1
CG3632	FBgn0030735	CG3632
Eaat1	FBgn0026439	Eaat1
RanBP3	FBgn0039110	RanBP3
Art7	FBgn0034817	Art7
CG42235	FBgn0250757	CG42235
Mical	FBgn0053208	Mical
Pcf11	FBgn0264962	Pcf11
mtm	FBgn0025742	mtm
Cul1	FBgn0015509	Cul1
Pp4-19C	FBgn0023177	Pp4-19C
Vps45	FBgn0261049	Vps45
PI31	FBgn0033669	PI31
Nha1	FBgn0031865	Nha1
CG10463	FBgn0032819	CG10463
Patj	FBgn0067864	Patj
Crag	FBgn0025864	Crag
BcDNA:AT29938	FBgn0052407	CG32407
Coq9	FBgn0050493	Coq9
EMC3	FBgn0032292	EMC3
CG18190-RB	FBtr0273238	CG18190-RB
anon-66Db	FBgn0017429	CG5989
Aatf	FBgn0031851	Aatf
CG8239	FBgn0030683	Mvd
CG12909	FBgn0033507	CG12909
CG10527	FBgn0034583	CG10527
CG9416	FBgn0034438	CG9416
pUf68	FBgn0028577	hfp
Syx18	FBgn0039212	Syx18
Nrt	FBgn0004108	Nrt
Su(P)	FBgn0004465	Su(P)
CG9922	FBgn0038196	CG9922
EndoG	FBgn0033690	EndoG
Rab10	FBgn0015789	Rab10
hook	FBgn0001202	hook
x16	FBgn0028554	x16
x16	FBal0013128	norpA[P16]
x16	FBgn0262738	norpA
Nup37	FBgn0039301	Nup37
mael	FBgn0016034	mael
CT34810	FBgn0035410	MnM
Gs1l	FBgn0019982	Gs1l
BG:DS07108.2	FBgn0028863	stol
VhaAC45	FBgn0262515	VhaAC45
GstT4	FBgn0030484	GstT4
CG13601	FBgn0039126	CG13601
CG9132	FBgn0030791	CG9132
Mdr49	FBgn0004512	Mdr49
38D.26	FBgn0032870	CG2608
CG12814	FBgn0037796	CG12814
CG8607	FBgn0035760	CG8607
CG31205-RB	FBtr0300451	CG31205-RB
CG13638	FBgn0051118	RabX4
CG13638	FBgn0051357	Kaz
CG10361	FBgn0036208	CG10361
Phm	FBgn0283509	Phm
Phm	FBgn0004959	phm
CAP	FBgn0033504	CAP
CAP	FBgn0015615	SMC3
CAP	FBgn0039722	Capa
CAP	FBgn0261458	capt
His2B	FBgn0001198	His2B
NitFhit	FBgn0024945	NitFhit
CG10425	FBgn0039304	CG10425
CG17493	FBgn0040010	CG17493
CG5745	FBgn0038855	Tbc1d22
DmRH24	FBgn0032919	CG9253
Scp2	FBgn0020907	Scp2
PMP34	FBgn0052250	PMP34
CG11665	FBgn0033028	hrm
Cdk2	FBgn0004107	Cdk2
Frq1	FBgn0030897	Frq1
VhaAC39-1	FBgn0285910	VhaAC39-1
CG11839	FBgn0039271	CG11839
CG41099	FBgn0039955	CG41099
CG5168	FBgn0032246	Wdfy2
CG16742	FBgn0034529	FAM21
mRpL40	FBgn0037892	mRpL40
CG31674	FBgn0051674	CG31674
ATPsynCF6	FBgn0016119	ATPsynCF6
Uba5	FBgn0030305	Uba5
ND-B18	FBgn0030605	ND-B18
CG16985	FBgn0035355	CG16985
Lsp1alpha	FBgn0002562	Lsp1Î±
mRpS7	FBgn0032236	mRpS7
Nup62	FBgn0034118	Nup62
Drs	FBgn0283461	Drs
Drs	FBgn0010388	Dro
CG12024	FBgn0035283	CG12024
Vha36-3	FBgn0040377	Vha36-3
l(1)10Bb	FBgn0001491	l(1)10Bb
CG17919	FBgn0037433	CG17919
pgant4	FBgn0051956	Pgant4
CaMKI	FBgn0016126	CaMKI
TpnC41C	FBgn0013348	TpnC41C
CG17266	FBgn0033089	CG17266
Cyp28a5	FBgn0028940	Cyp28a5
Cda4	FBgn0052499	Cda4
eIF1A	FBgn0026250	eIF1A
RagC-D	FBgn0033272	RagC-D
CG10973	FBgn0036306	CG10973
Ced-12	FBgn0032409	Ced-12
IRSp53	FBgn0052082	IRSp53
Oga	FBgn0038870	Oga
CG9798	FBgn0051522	CG31522
CG9798	FBgn0051523	CG31523
nero	FBgn0261479	nero
CG12134	FBgn0033471	CG12134
Adgf-D	FBgn0038172	Adgf-D
mRpL19	FBgn0037608	mRpL19
CG6340	FBgn0030648	CG6340
viaf	FBgn0036237	viaf
l(2)gd1	FBgn0261983	l(2)gd1
l(2)gd1	FBal0004795	ft[9]
CG18547	FBgn0037973	CG18547
Gld	FBgn0001112	Gld
BcDNA:LP12049	FBgn0036766	CG5506
CG7065	FBgn0030091	CG7065
BG:DS09217.4	FBgn0028507	CG3793
BcDNA:LD22339	FBgn0031836	CG11050
Mal-A4	FBgn0033294	Mal-A4
sgl	FBgn0261445	sgl
aPKC	FBgn0261854	aPKC
CG30373	FBgn0050373	CG30373
CG7878	FBgn0037549	CG7878
MagR	FBgn0026666	MagR
CG10407	FBgn0038395	CG10407
A16	FBab0001868	Df(2L)pr-A16
A16	FBgn0028965	CG9933
A16	FBti0211924	P{Adh-lacZ.mut.Adh-lacZ.wt.loxP.FRT}A16
Cpsf73	FBgn0261065	Cpsf73
AIMP3	FBgn0050185	AIMP3
vir-1	FBgn0043841	vir-1
CG2841	FBgn0003159	CG2841
151967_at	FBgn0032287	CG6415
CG8498	FBgn0031992	Acbp1
dj-1beta	FBgn0039802	dj-1Î²
IntS3	FBgn0262117	IntS3
Tapdelta	FBgn0021795	TapÎ´
CG33506-RA	FBtr0091446	CG33506-RA
Frq2	FBgn0083228	Frq2
CG32521-RB	FBtr0077235	Mnr-RB
Spase25	FBgn0030306	Spase25
atl	FBgn0039213	atl
atl	FBgn0034841	atlas
atl	FBgn0037526	ArgRS-m
egg	FBgn0086908	egg
mRpS23	FBgn0260407	mRpS23
CG7382	FBgn0031708	CG7382
Drat	FBgn0033188	Drat
CG4196	FBgn0260659	CG42542
RpII33	FBgn0026373	Polr2C
Sin3A	FBgn0022764	Sin3A
Klp61F	FBgn0004378	Klp61F
Ocrl	FBgn0023508	Ocrl
CG15515	FBgn0039719	CG15515
Sf3b2	FBgn0031493	Sf3b2
salt	FBgn0039872	salt
CG16885	FBgn0032538	Vajk2
pr	FBgn0003141	pr
pr	FBal0039818	pr[unspecified]
pr	FBgn0003145	prd
pr	FBgn0051481	pb
CG4210	FBgn0038302	CG4210
CG6178	FBgn0039156	CG6178
mRpS34	FBgn0285951	mRpS34
MP1	FBgn0027930	MP1
MP1	FBgn0032642	Lamtor3
Ssb-c31a	FBgn0015299	Ssb-c31a
CG6983	FBgn0035896	CG6983
Nox	FBgn0085428	Nox
Wdr62	FBgn0031374	Wdr62
l(1)G0289	FBgn0028331	l(1)G0289
l(1)G0289	FBal0100323	l(1)G0289[G0289]
Vap33	FBgn0029687	Vap33
Cpr65Au	FBgn0042119	Cpr65Au
Ras64B	FBgn0003206	Ras64B
Cdc42	FBgn0010341	Cdc42
CG1635	FBgn0039854	CG1635
nuf	FBgn0013718	nuf
NimB5	FBgn0028936	NimB5
CG31140	FBgn0051140	CG31140
CT37195	FBgn0031560	CG16713
CG9799	FBgn0038146	CG9799
Egfr	FBgn0003731	Egfr
Ras85D	FBgn0003205	Ras85D
Akt1	FBgn0010379	Akt
Akt1	FBtp0014557	P{UAS-Akt.HA}
CG7675	FBgn0038610	CG7675
DCTN4-p62	FBgn0033206	DCTN4-p62
eIF2Bgamma	FBgn0034029	eIF2BÎ³
Non3	FBgn0038585	Non3
CG8525	FBgn0033735	Dera
BcDNA:RE40762	FBgn0039972	Marf1
Prosbeta3	FBgn0026380	ProsÎ²3
CG6937	FBgn0038989	CG6937
Adgf-A	FBgn0036752	Adgf-A
Ubr1	FBgn0030809	Ubr1
Fbp2	FBgn0000640	Fbp2
CG18259-RA	FBtr0074661	CG18259-RA
Sep15	FBgn0036745	CG7484
Parp	FBgn0010247	Parp
otu	FBgn0003023	otu
Sod3	FBgn0033631	Sod3
Dhx15	FBgn0033160	Dhx15
BEST:GH09393	FBgn0027073	Ugt49B1
Ude	FBgn0039226	Ude
Galphai	FBgn0001104	GÎ±i
Cpr47Ea	FBgn0033597	Cpr47Ea
p38b	FBgn0024846	p38b
Taf1	FBgn0010355	Taf1
su(s)	FBgn0003575	su(sable)
su(s)	FBgn0003576	Su(S)
Vps29	FBgn0031310	Vps29
Gmer	FBgn0267823	Gmer
EF-G2	FBgn0051159	mRRF2
Dbp73D	FBgn0004556	Dbp73D
CG12499	FBgn0038968	CG12499
CG5793	FBgn0038858	CG5793
CG1090	FBgn0037238	CG1090
l(3)neo43	FBgn0011476	l(3)neo43
l(3)neo43	FBal0011056	l(3)neo43[1]
rudhira	FBgn0266019	rudhira
Dref	FBgn0015664	Dref
Sdc	FBgn0010415	Sdc
IM33	FBgn0031561	IM33
CG13084	FBgn0032788	CG13084
dod	FBgn0015379	dod
sas	FBgn0002306	sas
sas	FBgn0038045	NANS
CG10116	FBgn0036367	CG10116
Cpr51A	FBgn0033942	Cpr51A
Nup133	FBgn0039004	Nup133
ND-B15	FBgn0033961	ND-B15
BcDNA:LD14730	FBgn0051673	CG31673
CG6733	FBgn0039052	CG6733
CSN8	FBgn0261437	CSN8
Usp1	FBgn0028476	Usp1
scu	FBgn0021765	scu
Rab39	FBgn0029959	Rab39
CG11151	FBgn0030519	CG11151
su(Hw)	FBgn0003567	su(Hw)
goe	FBgn0027528	goe
TBCD	FBgn0027509	TBCD
east	FBgn0261954	east
BcDNA:RE05521	FBgn0035926	Acbp5
sqa	FBgn0259678	sqa
frm	FBgn0035612	frm
RpS20	FBgn0019936	RpS20
CG42668	FBgn0261550	CG42668
GstE13	FBgn0033381	GstE13
CG9150	FBgn0031775	CG9150
U2af38	FBgn0017457	U2af38
Bub3	FBgn0025457	Bub3
psh	FBgn0030926	psh
CG4933	FBgn0283681	Tcs3
btz	FBgn0045862	btz
Spp	FBgn0031260	Spp
Spp	FBgn0082831	pps
Dpck	FBgn0037469	Dpck
Dpck	FBgn0000489	Pka-C3
CG13364	FBgn0026879	CG13364
lic	FBgn0261524	lic
CanB2	FBgn0015614	CanB2
CG4593-RA	FBtr0071009	CG4593-RA
CG43783	FBgn0264305	CG43783
RpS11	FBgn0033699	RpS11
anon-WO0118547.80	FBgn0032514	CG9302
CG2862	FBgn0031459	HINT1
R	FBab0003347	Dp(1;f)R
R	FBab0005533	In(3R)Antp[R]
R	FBal0048947	Rst(2)Lb[R]
R	FBal0138424	Rst(2)At[R]
R	FBgn0002940	ninaE
R	FBgn0004636	Rap1
R	FBgn0023035	l(2)46Eh
Ssdp	FBgn0011481	Ssdp
ics	FBgn0028546	ics
ics	FBal0137650	ics[BG02577]
CG11073	FBgn0034693	flap
mRpS18A	FBgn0051450	mRpS18A
CG1316	FBgn0035526	CG1316
BcDNA:LD13269	FBgn0058160	CG40160
Ank2	FBgn0261788	Ank2
roh	FBgn0250838	roh
Rbp1	FBgn0260944	Rbp1
bru1	FBgn0000114	bru1
EG:BACR19J1.2	FBgn0040383	CG5254
RhoGAPp190	FBgn0026375	RhoGAPp190
CG12301	FBgn0036514	CG12301
CG43066	FBgn0262476	CG43066
l(2)10685	FBgn0283525	l(2)10685
l(2)10685	FBal0008159	l(2)10685[10685]
Cyp6a21	FBgn0288232	Cyp6a21
CG5757	FBgn0034299	CG5757
RhoGEF2	FBgn0023172	RhoGEF2
ADPS	FBgn0033983	Agps
CG3420	FBgn0033100	CG3420
Cpr97Eb	FBgn0039481	Cpr97Eb
BcDNA:LD24586	FBgn0052409	CG32409
CG5149	FBgn0031904	CG5149
CG3967	FBgn0035989	Atat
ND-AGGG	FBgn0058002	ND-AGGG
Sf3a1	FBgn0266917	Sf3a1
cue	FBgn0011204	cue
vari	FBgn0250785	vari
CG4364	FBgn0032138	CG4364
bol	FBgn0011206	bol
Patronin	FBgn0263197	Patronin
Ggamma1	FBgn0004921	GÎ³1
MEP-1	FBgn0035357	MEP-1
CG10413	FBgn0032689	CG10413
CG32795	FBgn0040384	CG32795
BG:DS00941.11	FBgn0053306	CG33306
BG:DS00941.11	FBgn0053307	CG33307
MCTS1	FBgn0029833	MCTS1
P5cr-2	FBgn0038516	P5cr-2
dock	FBgn0010583	dock
Mdr50	FBgn0010241	Mdr50
CG15118	FBgn0034418	CG15118
mRRF1	FBgn0035980	mRRF1
cyp33	FBgn0028382	cyp33
IleRS-m	FBgn0036569	IleRS-m
CG7453	FBgn0030991	CG7453
Tom40	FBgn0016041	Tom40
CG1733	FBgn0052631	CG32631
CG1733	FBgn0052633	CG32633
Gk2	FBgn0035266	Gk2
Aprt	FBgn0000109	Aprt
CG31935	FBgn0051935	Rab3GAP1
eas	FBgn0000536	eas
CG5599	FBgn0030612	Dbct
Gmd	FBgn0031661	Gmd
CG17633	FBgn0032144	CG17633
CG11309	FBgn0037070	CG11309
CG3909	FBgn0027524	CG3909
Hem	FBgn0011771	Hem
HIPP1	FBgn0037027	HIPP1
CG7656	FBgn0036516	CG7656
BEST:GH25016	FBgn0051997	CG31997
CG4038	FBgn0011824	CG4038
crb	FBgn0259685	crb
b	FBgn0000153	b
b	FBal0000858	b[1]
b	FBal0009782	l(3)68Aa[2]
b	FBal0009791	l(3)68Ab[2]
b	FBal0009795	l(3)68Ad[2]
b	FBal0009799	l(3)68Ag[2]
b	FBal0009803	l(3)68Ac[2]
b	FBal0009808	l(3)68Ae[2]
b	FBal0009810	l(3)68Bd[2]
b	FBal0009815	l(3)68Bg[2]
b	FBal0009817	l(3)68Bb[2]
b	FBal0009826	l(3)68Ba[2]
b	FBal0009840	l(3)68Bf[2]
b	FBal0009843	l(3)68Cb[2]
b	FBgn0003105	PL(3)sp-W2
b	FBgn0030314	CG11696
CG5919	FBgn0038876	Idi
by	FBgn0000244	by
RFeSP	FBgn0021906	RFeSP
CRIF	FBgn0037102	CRIF
mRpL15	FBgn0036990	mRpL15
AsnRS-m	FBgn0034177	AsnRS-m
DhpD	FBgn0261436	DhpD
CG4716	FBgn0033820	CG4716
PRL-1	FBgn0024734	PRL-1
PRL-1	FBtp0084845	P{UAS-PRL-1.P}
CT14378	FBgn0035781	CG8560
didum	FBgn0261397	didum
YT521-B	FBgn0027616	Ythdc1
TwdlT	FBgn0029170	TwdlT
CT26922	FBgn0259715	CG42369
CG5862	FBgn0038868	CG5862
CG30349-RA	FBtr0088650	CG30349-RA
Obp99a	FBgn0039678	Obp99a
CG7379	FBgn0038546	CG7379
galla-1	FBgn0034543	galla-1
Ect3	FBgn0260746	Ect3
JhI-1	FBgn0028426	RNaseZ
Fpps	FBgn0025373	Fpps
Reg-2	FBgn0016715	Reg-2
Cad87A	FBgn0037963	Cad87A
mle	FBgn0002774	mle
mle	FBal0012332	mle[1]
Vps2	FBgn0039402	Vps2
CG5991	FBgn0026576	Pisd
CG1486	FBgn0031174	CG1486
CG17224	FBgn0031489	CG17224
Mapmodulin	FBgn0034282	Mapmodulin
CG9643	FBgn0031485	CG9643
slif	FBgn0037203	slif
Tina-1	FBgn0035083	Tina-1
CG14688	FBgn0037819	Phyhd1
CG3394	FBgn0034999	Fatp3
Torsin	FBgn0025615	Torsin
CG31550	FBgn0051550	CG31550
CG42319	FBgn0259219	CG42319
CG7860	FBgn0030653	CG7860
CG34424	FBgn0085453	Mthfs
CG1317	FBgn0035333	CG1317
fry	FBgn0016081	fry
fry	FBgn0004652	fru
CG12360	FBgn0283438	CG46280
CG12360	FBgn0283439	CG46281
Mlc1	FBgn0002772	Mlc1
ND-B14.7	FBgn0034576	ND-B14.7
CG6418	FBgn0036104	CG6418
ND-MWFE	FBgn0085468	ND-MWFE
DAAM	FBgn0025641	DAAM
Pfdn6	FBgn0036918	Pfdn6
RpL29	FBgn0016726	RpL29
qm	FBgn0019662	qm
qm	FBgn0024733	RpL10
l(1)G0320	FBgn0028327	l(1)G0320
l(1)G0320	FBal0100319	l(1)G0320[G0320]
HmgZ	FBgn0010228	HmgZ
CG16986	FBgn0035356	CG16986
CG11241	FBgn0037186	CG11241
CG12531	FBgn0031064	CG12531
SP151	FBgn0036024	CG18180
CG11123	FBgn0033169	CG11123
CG9497	FBgn0031800	CG9497
Spn27A	FBgn0028990	Spn27A
Aps	FBgn0036111	Aps
CG9706	FBgn0036662	CG9706
CG1542	FBgn0039828	CG1542
CG8086	FBgn0032010	CG8086
tnc	FBgn0039257	tnc
CG30109	FBgn0050109	CG30109
Ns3	FBgn0266284	Ns3
Decay	FBgn0028381	Decay
l(2)09851	FBgn0022288	l(2)09851
l(2)09851	FBal0064677	l(2)09851[09851]
spheroide	FBgn0030774	sphe
mRpL22	FBgn0030786	mRpL22
Syb	FBgn0003660	Syb
Syb	FBgn0013342	nSyb
fat-spondin	FBgn0026721	fat-spondin
CG7737	FBgn0033584	CG7737
CG3689	FBgn0288470	Cpsf5
His2Av	FBgn0001197	His2Av
Ptpa	FBgn0016698	Ptpa
krz	FBgn0040206	krz
Ubr3	FBgn0260970	Ubr3
140up	FBgn0010340	140up
CG6567	FBgn0037842	CG6567
mRpL10	FBgn0031231	mRpL10
CG7358	FBgn0030974	Flacc
ebi	FBgn0263933	ebi
etaTry	FBgn0011554	Î·Try
CG4830	FBgn0037996	CG4830
fand	FBgn0033859	fand
SP34	FBgn0036891	CG9372
mew	FBgn0004456	mew
Bap60	FBgn0025463	Bap60
cact	FBgn0000250	cact
cact	FBgn0263111	cac
Rpb8	FBgn0037121	Polr2H
bdl	FBgn0028482	bdl
TrpRS-m	FBgn0036763	TrpRS-m
enc	FBgn0004875	enc
cg	FBgn0000289	cg
CG5853	FBgn0032167	CG5853
Acox57D-d	FBgn0034629	Acox57D-d
CG13901	FBgn0035164	CG13901
veil	FBgn0034225	veil
CG12213	FBgn0260742	CG12213
CG11964	FBgn0037644	CG11964
CG6329	FBgn0033872	CG6329
Snap29	FBgn0034913	Snap29
EG:125H10.1	FBgn0024989	CG3777
CG4729	FBgn0036623	Agpat3
mRpL16	FBgn0023519	mRpL16
BcDNA:RE63284	FBgn0036537	CG18081
Tango4	FBgn0030365	Tango4
yellow-g	FBgn0041709	yellow-g
Jheh1	FBgn0010053	Jheh1
CG17556-RA	FBtr0083375	EMC2A-RA
cmet	FBgn0040232	cmet
CG42724	FBgn0261641	CG42724
PIP82	FBgn0024943	PIP82
anon-21Cb	FBgn0086855	CG17078
Ccz1	FBgn0035470	Ccz1
Atg4a	FBgn0031298	Atg4a
gw	FBgn0051992	gw
CG9581	FBgn0031093	CG9581
mRpL51	FBgn0032053	mRpL51
CG9596	FBgn0031832	CG9596
CG2765-RC	FBtr0113118	CG2765-RC
sky	FBgn0032901	sky
RpL27	FBgn0039359	RpL27
Pu	FBgn0003162	Pu
CG5828	FBgn0031682	CG5828
sun	FBgn0014391	sun
sun	FBgn0004164	fs(2)sun
sun	FBgn0033132	Tsp42Ej
e(y)3	FBgn0087008	e(y)3
v	FBgn0003965	v
v	FBal0017656	v[1]
v	FBal0017703	v[unspecified]
wol	FBgn0261020	wol
CG2316	FBgn0039890	Abcd1
Apf	FBgn0287788	Datp
mdy	FBgn0004797	mdy
Cpr49Ag	FBgn0033730	Cpr49Ag
DnaJ-H	FBgn0032474	DnaJ-H
Surf4	FBgn0019925	Surf4
CG2747	FBgn0037541	CG2747
Cka	FBgn0044323	Cka
CG6388	FBgn0032430	Trm1
CG43222	FBgn0262858	MtnF
CG4928	FBgn0027556	CG4928
CG45050	FBgn0266410	CG45050
Myo10A	FBgn0263705	Myo10A
CG34355	FBgn0085384	CG34355
rdhB	FBgn0038946	rdhB
Tim17b	FBgn0263977	Tim17b
Hcf	FBgn0039904	Hcf
CG14715	FBgn0037930	CG14715
BEST:HL03644	FBgn0026593	CG5707
LSm1	FBgn0261067	LSm1
Exo70	FBgn0266667	Exo70
mRpL13	FBgn0032720	mRpL13
